Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
JQ820474.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 28-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 28-2010 segment S, complete sequence	2010-10	Sudan	Sudan 28-2010	rvf	JQ820474.1	12.8628	30.2176	s
EU574064.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002445	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Meru Central district	Kenya		bovine		05-Feb-2007			Rift Valley fever virus strain 2007002445 segment S, complete sequence	2007-02-05	Kenya	2007002445	rvf	EU574064.1	0.0236	37.9062	s
MG659940.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA414/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA414/10 segment S, complete sequence	2010	South Africa	SA414/10	rvf	MG659940.1	-30.5595	22.9375	s
DQ380144.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	MgH824	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar	Madagascar		Homo sapiens	human sera	1979			Rift Valley fever virus strain MgH824 segment S, complete sequence	1979	Madagascar	MgH824	rvf	DQ380144.1	-18.7669	46.8691	s
EU574073.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001443	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Nakuru district	Kenya		bovine		31-Jan-2007			Rift Valley fever virus strain 2007001443 segment S, complete sequence	2007-01-31	Kenya	2007001443	rvf	EU574073.1	0.0236	37.9062	s
DQ380162.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	73HB1449	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Central African Republic	Central African Republic		Homo sapiens	human sera	1973			Rift Valley fever virus strain 73HB1449 segment S, complete sequence	1973	Central African Republic	73HB1449	rvf	DQ380162.1	6.6111	20.9394	s
EU574085.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000222	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000222 segment S, complete sequence	2007-01-16	Kenya	2007000222	rvf	EU574085.1	0.0236	37.9062	s
DQ380154.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	MP-12	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt	Egypt				1977			Rift Valley fever virus strain MP-12 segment S, complete sequence	1977	Egypt	MP-12	rvf	DQ380154.1	26.8206	30.8025	s
EU312125.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU204ANGL85	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Angola	Angola		Homo sapiens		1985			Rift Valley fever virus strain SPU204ANGL85 segment S, complete sequence	1985	Angola	SPU204ANGL85	rvf	EU312125.1	-11.2027	17.8739	s
KY196495.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1094/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1094/10 segment S, complete sequence	2010	South Africa	SA1094/10	rvf	KY196495.1	-30.5595	22.9375	s
DQ380146.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZM-657	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt: Sharqiya	Egypt		mosquito		1978			Rift Valley fever virus strain ZM-657 segment S, complete sequence	1978	Egypt	ZM-657	rvf	DQ380146.1	26.8206	30.8025	s
DQ380180.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		Mauritania	Mauritania		Homo sapiens	human sera	1987			Rift Valley fever virus strain OS-1 segment S, complete sequence	1987	Mauritania	OS-1	rvf	DQ380180.1	21.0079	-10.9408	s
MG659937.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA377/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA377/10 segment S, complete sequence	2010	South Africa	SA377/10	rvf	MG659937.1	-30.5595	22.9375	s
KU167025.1	Rift Valley fever virus	GenBank			Lumley,S., Marston,D.A., Horton,D.L., Johnson,N., Ellis,R.J., Fooks,A.R. and Hewson,R.	Research, Public Health England, Porton Down, Salisbury, Wilts SP40JG, UK		03-MAY-2016	Lunyo	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		Uganda	Uganda		mosquito		1955			Rift Valley fever virus strain Lunyo segment S, complete sequence	1955	Uganda	Lunyo	rvf	KU167025.1	1.3733	32.2903	s
MG659914.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA93/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA93/10 segment S, complete sequence	2010	South Africa	SA93/10	rvf	MG659914.1	-30.5595	22.9375	s
KU978773.1	Rift Valley fever virus	GenBank			Rossi,S.L., Forrester,N.L., Ksiazek,T., Guerbois,M., Lin,D., Hari,K. and Weaver,S.C.	Microbiology and Immunology, University of Texas Medical Branch, 301 University Boulevard, Galveston, TX 77555, USA		25-MAR-2017	ZINGA J83 R1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1707	complete		S		Central African Republic	Central African Republic		Homo sapiens		01-Jan-1969	SAMN04017540	PRJNA257008	Rift Valley fever virus isolate ZINGA J83 R1 segment S, complete sequence	1969-01-01	Central African Republic	ZINGA J83 R1	rvf	KU978773.1	6.6111	20.9394	s
MG659974.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1601/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1601/10 segment S, complete sequence	2010	South Africa	SA1601/10	rvf	MG659974.1	-30.5595	22.9375	s
DQ380178.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-3	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Mauritania	Mauritania		Homo sapiens	human sera	1987			Rift Valley fever virus strain OS-3 segment S, complete sequence	1987	Mauritania	OS-3	rvf	DQ380178.1	21.0079	-10.9408	s
MG659958.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA918/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA918/10 segment S, complete sequence	2010	South Africa	SA918/10	rvf	MG659958.1	-30.5595	22.9375	s
EU574057.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007004194	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1689	complete		S		Kenya: Kiambu district	Kenya		bovine		14-May-2007			Rift Valley fever virus strain 2007004194 segment S, complete sequence	2007-05-14	Kenya	2007004194	rvf	EU574057.1	0.0236	37.9062	s
EU574075.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001107	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Thika district	Kenya		bovine		25-Jan-2007			Rift Valley fever virus strain 2007001107 segment S, complete sequence	2007-01-25	Kenya	2007001107	rvf	EU574075.1	0.0236	37.9062	s
MG659930.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA250/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA250/10 segment S, complete sequence	2010	South Africa	SA250/10	rvf	MG659930.1	-30.5595	22.9375	s
JF311386.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803162	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar: Taolagnaro	Madagascar		Homo sapiens		Jan-2008			Rift Valley fever virus strain 200803162 segment S, complete sequence	2008-01	Madagascar	200803162	rvf	JF311386.1	-18.7669	46.8691	s
JF326201.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000253	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		mosquito		29-Dec-2006			Rift Valley fever virus strain 2007000253 segment S, complete sequence	2006-12-29	Kenya	2007000253	rvf	JF326201.1	0.0236	37.9062	s
MG659975.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1797/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1797/10 segment S, complete sequence	2010	South Africa	SA1797/10	rvf	MG659975.1	-30.5595	22.9375	s
MG659913.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU86/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU86/10 segment S, complete sequence	2010	South Africa	SPU86/10	rvf	MG659913.1	-30.5595	22.9375	s
MG659971.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1405/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1405/10 segment S, complete sequence	2010	South Africa	SA1405/10	rvf	MG659971.1	-30.5595	22.9375	s
MG659966.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1171/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1171/10 segment S, complete sequence	2010	South Africa	SA1171/10	rvf	MG659966.1	-30.5595	22.9375	s
JF326202.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000260	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		mosquito		31-Dec-2006			Rift Valley fever virus strain 2007000260 segment S, complete sequence	2006-12-31	Kenya	2007000260	rvf	JF326202.1	0.0236	37.9062	s
EU574072.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001564	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Kenya: Muranga district	Kenya		bovine		29-Jan-2007			Rift Valley fever virus strain 2007001564 segment S, complete sequence	2007-01-29	Kenya	2007001564	rvf	EU574072.1	0.0236	37.9062	s
MG659912.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA85/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA85/10 segment S, complete sequence	2010	South Africa	SA85/10	rvf	MG659912.1	-30.5595	22.9375	s
KY196511.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU52/99/1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		African buffalo		1999			Rift Valley fever virus isolate SPU52/99/1 segment S, complete sequence	1999	South Africa	SPU52/99/1	rvf	KY196511.1	-30.5595	22.9375	s
KX785330.1	Rift Valley fever virus	GenBank			Liu,L., Liu,Y., Zhang,Q., Li,C., Li,J., Liang,M. and Li,D.	National Institute of Viral Disease Control and Prevention, China CDC, No. 155 Changbai Road, Changping District, Beijing 102206, China		12-JUN-2017	RVFBJ01/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		China	China		Homo sapiens		21-Jul-2016			Rift Valley fever virus isolate RVFBJ01/2016 segment S, complete sequence	2016-07-21	China	RVFBJ01/2016	rvf	KX785330.1	35.8617	104.1954	s
DQ380157.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	Smithburn	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		Uganda	Uganda				1944			Rift Valley fever virus strain Smithburn segment S, complete sequence	1944	Uganda	Smithburn	rvf	DQ380157.1	1.3733	32.2903	s
EU312122.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	R1662CAR85	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Central African Republic	Central African Republic		Homo sapiens		1985			Rift Valley fever virus strain R1662CAR85 segment S, complete sequence	1985	Central African Republic	R1662CAR85	rvf	EU312122.1	6.6111	20.9394	s
KX609033.1	Rift Valley fever virus	GenBank			Tong,Y.-G., Liu,J., Gao,B., Sun,Q., Wang,J., Sun,F. and Cao,W.-C.	State Key Laboratory of Pathogen and Biosecurity, Beijing International Travel Healthcare Center, No. 17, Madian East Street, Haidian District, Beijing, Beijing 100088, China		27-SEP-2016	BIME-01	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		China: Beijing	China		Homo sapiens		21-Jul-2016			Rift Valley fever virus strain BIME-01 segment S, complete sequence	2016-07-21	China	BIME-01	rvf	KX609033.1	35.8617	104.1954	s
MG659968.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1282/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1282/10 segment S, complete sequence	2010	South Africa	SA1282/10	rvf	MG659968.1	-30.5595	22.9375	s
DQ380155.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	Kenya 57 (Rintoul)	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		ovine		1951			Rift Valley fever virus strain Kenya 57 (Rintoul) segment S, complete sequence	1951	Kenya	Kenya 57 (Rintoul)	rvf	DQ380155.1	0.0236	37.9062	s
DQ380167.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Zinga	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Central African Republic	Central African Republic		Mansonia africana		1969			Rift Valley fever virus strain Zinga segment S, complete sequence	1969	Central African Republic	Zinga	rvf	DQ380167.1	6.6111	20.9394	s
DQ380175.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	SA-75	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa: Randfontein	South Africa		Homo sapiens	human sera	1975			Rift Valley fever virus strain SA-75 segment S, complete sequence	1975	South Africa	SA-75	rvf	DQ380175.1	-30.5595	22.9375	s
JF311389.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803165	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar: Manjakandriana	Madagascar		Homo sapiens		Mar-2008			Rift Valley fever virus strain 200803165 segment S, complete sequence	2008-03	Madagascar	200803165	rvf	JF311389.1	-18.7669	46.8691	s
KX096943.1	Rift Valley fever virus	GenBank			Shivanna,V., McDowell,C., Wilson,W.C. and Richt,J.A.	Diagnostic Medicine and Pathobiology, Kansas State University, 1800 Denison Ave Mosier Hall, Manhattan, KS 66506, USA		13-JUL-2016	SA01-1322	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Saudi Arabia	Saudi Arabia		Aedes vexans arabiensis		2001			Rift Valley fever virus strain SA01-1322 segment S, complete sequence	2001	Saudi Arabia	SA01-1322	rvf	KX096943.1	23.8859	45.0792	s
MG659965.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1143/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1143/10 segment S, complete sequence	2010	South Africa	SA1143/10	rvf	MG659965.1	-30.5595	22.9375	s
KY196504.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU152/08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1692	complete		S		South Africa	South Africa		Homo sapiens		2008			Rift Valley fever virus isolate SPU152/08 segment S, complete sequence	2008	South Africa	SPU152/08	rvf	KY196504.1	-30.5595	22.9375	s
MG659986.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	VRL2051/76	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Zimbabwe	Zimbabwe		Homo sapiens		1976			Rift Valley fever virus isolate VRL2051/76 segment S, complete sequence	1976	Zimbabwe	VRL2051/76	rvf	MG659986.1	-19.0154	29.1549	s
EU312128.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU384001KEN97	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Kenya	Kenya		Homo sapiens		1997			Rift Valley fever virus strain SPU384001KEN97 segment S, complete sequence	1997	Kenya	SPU384001KEN97	rvf	EU312128.1	0.0236	37.9062	s
EU574068.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001811	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Kenya: Garissa district	Kenya		caprine		01-Dec-2006			Rift Valley fever virus strain 2007001811 segment S, complete sequence	2006-12-01	Kenya	2007001811	rvf	EU574068.1	0.0236	37.9062	s
EU312108.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	An1000MAD91	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar	Madagascar		bovine		1991			Rift Valley fever virus strain An1000MAD91 segment S, complete sequence	1991	Madagascar	An1000MAD91	rvf	EU312108.1	-18.7669	46.8691	s
OR528953.1	Rift Valley fever virus	GenBank			Becquart,P., Kombila,L., Mebaley,T.N., Paupy,C., Garcia,D., Nesi,N., Vanhomwegen,J., Mombo,I.M., Piro-Megy,C., Fritz,M., Lenguiya,L.H., Leroy,E.M., N'Dilimabaka,N., Maganga,G.D. and Cetre-Sossah,C.	BIOS, CIRAD, Campus International de Baillarguet, Montpellier 34398, France		26-FEB-2024	2019/Sample-166	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Gabon: Grand Itoumbi	Gabon		Cephalophorus callipygus	liver/spleen	06-Jul-2019			Rift Valley fever virus strain 2019/Sample-166 segment S, complete sequence	2019-07-06	Gabon	2019/Sample-166	rvf	OR528953.1	-0.8037	11.6094	s
